pid,Original_ID,SampleID,Sampling_Week,Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,F2,Lineage,Paired_Sample_Num,total_samples
T0295,S0295-01,MFS-763,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0083896321808628,2,1,2
T0295,S0295-05,MFS-284,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087717340356672,2,2,2
T0297,S0297-01,MFS-285,1,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0161251648483395,4,1,2
T0297,S0297-06,MFS-286,6,4.3.4.1,4.2.1.2.1.1.i3.2,lam,,4.3/LAM,0.0150573936529372,4,2,2
T0299,S0299-01,MFS-259,1,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,0.0093578042110118,2,1,2
T0299,S0299-09,MFS-312,9,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,0.0091008553809429,2,2,2
T0305,S0305-01,MFS-313,1,"4.3.2.1,2.2.1.1","2.2.1.1.1,4.2.1.2.1.1.i1","beijing,lam","lin2.2.1,pacific_RD150",4.3/LAM,0.435704002303484,"2,4",1,2
T0305,S0305-08,MFS-314,8,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0108941014819903,4,2,2
T0306,S0306-01,MFS-287,1,2.2.1,2.2.1.1.1,"beijing,mungi,ethiopian","lin2.2.1,asian_african_2",,0.0095544655630492,2,1,2
T0306,S0306-06,MFS-288,6,2.2.1,2.2.1.1.1,"beijing,mungi,ethiopian","lin2.2.1,asian_african_2",,0.007846733924386,2,2,2
T0310,S0310-01,MFS-315,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0092286001153575,2,1,2
T0310,S0310-07,MFS-316,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0092042101554586,2,2,2
T0311,S0311-01,MFS-317,1,"4.3.2.1,2.2.1.1","2.2.1.1.1,4.2.1.2.1.1.i1","beijing,lam","lin2.2.1,pacific_RD150",4.3/LAM,0.3784680686860891,"2,4",1,2
T0311,S0311-08,MFS-318,8,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0091900063653723,2,2,2
T0312,S0312-01,MFS-289,1,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0061891569021172,3,1,2
T0312,S0312-05,MFS-290,5,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0097990939531219,3,2,2
T0320,S0320-01,MFS-293,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0100867460157353,4,1,2
T0320,S0320-04,MFS-267,4,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0122263115214272,4,2,2
T0321,S0321-01,MFS-320,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0085333833458364,2,1,2
T0321,S0321-08,MFS-330,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0097264943054285,2,2,2
T0322,S0322-01,MFS-198,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0757441698792896,4,1,2
T0322,S0322-05,MFS-387,5,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0115137559083747,4,2,2
T0324,S0324-01,MFS-388,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0088356567838209,2,1,2
T0324,S0324-07,MFS-389,7,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0086129012829006,2,2,2
T0328,S0328-01,MFS-391,1,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.009793597304128,3,1,2
T0328,S0328-08,MFS-392,8,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0091546273780575,3,2,2
T0329,S0329-01,MFS-393,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0096591944596318,4,1,2
T0329,S0329-07,MFS-394,7,4.3.2.1,4.2.1.2.1.1.i1,"lam,beijing",,4.3/LAM,0.0101232625229478,4,2,2
T0330,S0330-01,MFS-395,1,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0061999686077538,4,1,2
T0330,S0330-08,MFS-396,8,4.1.1.1,4.1.i1.2.1,xtype,,4,0.0069758003145451,4,2,2
T0331,S0331-01,MFS-397,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0071072264159272,2,1,2
T0331,S0331-07,MFS-398,7,2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,0.0070138031646279,2,2,2
T0332,S0332-01,MFS-399,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0073971212647208,2,1,2
T0332,S0332-08,MFS-400,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.007421105136378,2,2,2
T0334,S0334-01,MFS-402,1,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0089830051254383,2,1,2
T0334,S0334-08,MFS-403,8,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0072650050296188,2,2,2
T0335,S0335-02,MFS-404,2,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0065750149432157,2,1,2
T0335,S0335-09,MFS-405,9,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0091871091871091,2,2,2
T0336,S0336-01,MFS-406,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0075123665110258,2,1,2
T0336,S0336-07,MFS-407,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0060491493383742,2,2,2
T0337,S0337-01,MFS-408,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0084014634807353,2,1,2
T0337,S0337-05,MFS-409,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008771021992238,2,2,2
T0338,S0338-01,MFS-410,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0083584085590103,4,1,2
T0338,S0338-07,MFS-411,7,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0069980694980694,4,2,2
T0339,S0339-01,MFS-412,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0039499670836076,4,1,2
T0339,S0339-06,MFS-413,6,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0038439282466727,4,2,2
T0340,S0340-02,MFS-414,2,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0073616555748017,2,1,2
T0340,S0340-06,MFS-415,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082972288073244,2,2,2
T0341,S0341-01,MFS-416,1,4.4.1.1,4.2.1.2.2.1.1,stype,,4,0.0066972227454427,4,1,2
T0341,S0341-04,MFS-417,4,4.4.1.1,4.2.1.2.2.1.1,"stype,canetti",,4,0.0071559074299634,4,2,2
T0342,S0342-01,MFS-418,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0073343449671219,2,1,2
T0342,S0342-05,MFS-419,5,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0066221015249634,2,2,2
T0343,S0343-01,MFS-420,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0081694743365823,2,1,2
T0343,S0343-06,MFS-421,6,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0092290377039954,2,2,2
T0345,S0345-02,MFS-767,2,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0075716603569497,4,1,2
T0345,S0345-08,MFS-424,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0079600570613409,4,2,2
T0346,S0346-02,MFS-768,2,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.0079813958829778,2,1,3
T0346,S0346-09,MFS-769,9,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0085504540439616,2,2,3
T0347,S0347-01,MFS-427,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0061104492525268,4,1,2
T0347,S0347-04,MFS-428,4,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0061441572904266,4,2,2
T0351,S0351-01,MFS-430,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0049400049400049,4,1,2
T0351,S0351-07,MFS-431,7,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0065551355264216,4,2,2
T0352,S0352-01,MFS-432,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0116569525395503,4,1,2
T0352,S0352-08,MFS-433,8,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0094693809444351,4,2,2
T0354,S0354-01,MFS-435,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0072322126661454,2,1,2
T0354,S0354-07,MFS-436,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0076413512547758,2,2,2
T0355,S0355-01,MFS-437,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0057466157172902,4,1,2
T0355,S0355-08,MFS-438,8,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0049694013711866,4,2,2
T0356,S0356-01,MFS-439,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.010158013544018,4,1,2
T0356,S0356-07,MFS-440,7,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0096014731027226,4,2,2
T0357,S0357-01,MFS-441,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0073293735290821,2,1,2
T0357,S0357-04,MFS-442,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0083888707647853,2,2,2
T0359,S0359-01,MFS-444,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0075665525240251,2,1,2
T0359,S0359-07,MFS-445,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.008922171968068,2,2,2
T0362,S0362-01,MFS-446,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0071887593944014,2,1,2
T0362,S0362-07,MFS-447,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0077519379844961,2,2,2
T0363,S0363-01,MFS-448,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0063935250592658,2,1,2
T0363,S0363-08,MFS-449,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0078769598923149,2,2,2
T0364,S0364-01,MFS-450,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0881715435825979,2,1,2
T0364,S0364-07,MFS-771,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0087682487797336,2,2,2
T0365,S0365-01,MFS-452,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0076996068862681,2,1,2
T0365,S0365-07,MFS-772,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0065772222707805,2,2,2
T0366,S0366-01,MFS-454,1,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0075338253382533,2,1,2
T0366,S0366-06,MFS-455,6,2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2",,0.0074829931972789,2,2,2
T0367,S0367-01,MFS-456,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.1283773611127196,2,1,2
T0367,S0367-07,MFS-457,7,3,3.1.1,"east_african_indian,ghana,mungi",,,0.0131759678486035,3,2,2
T0368,S0368-01,MFS-458,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0074038794596466,2,1,2
T0368,S0368-05,MFS-459,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082923458396,2,2,2
T0369,S0369-01,MFS-460,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0082023474500652,4,1,2
T0369,S0369-08,MFS-461,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0078979569134932,4,2,2
T0370,S0370-01,MFS-462,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0071141837644959,2,1,2
T0370,S0370-07,MFS-463,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0063891972721299,2,2,2
T0372,S0372-01,MFS-464,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0088800620919508,2,1,2
T0372,S0372-05,MFS-465,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0085628013880751,2,2,2
T0373,S0373-01,MFS-662,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0065371456500488,2,1,2
T0373,S0373-07,MFS-466,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0074903728749882,2,2,2
T0375,S0375-01,MFS-467,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0092855555281159,2,1,2
T0375,S0375-07,MFS-468,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0092399610949006,2,2,2
T0378,S0378-01,MFS-471,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0075727114327838,2,1,2
T0378,S0378-08,MFS-472,8,2.2.1.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,pacific_RD150",,0.00825267447784,2,2,2
T0379,S0379-01,MFS-473,1,4.3.2,4.2.1.2.1.1.i1,"lam,pinipedii",,4.3/LAM,0.0060245357606523,4,1,2
T0379,S0379-05,MFS-774,5,4.3.2,4.2.1.2.1.1.i1,"lam,pinipedii",,4.3/LAM,0.0049588067627191,4,2,2
T0380,S0380-01,MFS-474,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0072246662621359,2,1,2
T0380,S0380-08,MFS-475,8,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0059480603274457,2,2,2
T0381,S0381-01,MFS-476,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079860244571999,2,1,2
T0381,S0381-07,MFS-663,7,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079678015739271,2,2,2
T0383,S0383-01,MFS-664,1,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0061001821866491,4,1,2
T0383,S0383-05,MFS-665,5,4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,0.0066348028425885,4,2,2
T0384,S0384-01,MFS-777,1,2.2.1,2.2.1.1.1,"beijing,canetti,mungi",lin2.2.1,,0.0065956687041821,2,1,2
T0384,S0384-09,MFS-478,9,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0052707951005078,2,2,2
T0385,S0385-01,MFS-479,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0081609680596594,2,1,2
T0385,S0385-04,MFS-778,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0087708901268223,2,2,2
T0387,S0387-01,MFS-480,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0089139218807395,2,1,2
T0387,S0387-04,MFS-667,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079849193505361,2,2,2
T0389,S0389-01,MFS-668,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0060622573394182,4,1,2
T0389,S0389-08,MFS-481,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0082516370793746,4,2,2
T0392,S0392-01,MFS-484,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.007125077074151,2,1,2
T0392,S0392-07,MFS-669,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0074529389166346,2,2,2
T0393,S0393-01,MFS-485,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0812122017677942,2,1,2
T0393,S0393-06,MFS-486,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0352057444620666,2,2,2
T0394,S0394-01,MFS-487,1,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0076134298158373,4,1,2
T0394,S0394-07,MFS-488,7,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0080509124367428,4,2,2
T0395,S0395-01,MFS-670,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0072851939147203,4,1,3
T0395,S0395-08,MFS-779,8,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.006137832017229,4,2,3
T0396,S0396-01,MFS-671,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0072242000291466,2,1,2
T0396,S0396-08,MFS-780,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0070544061593309,2,2,2
T0397,S0397-01,MFS-672,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0084398598292285,2,1,2
T0397,S0397-04,MFS-885,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0090422491295536,2,2,2
T0399,S0399-01,MFS-674,1,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0055738204620174,4,1,2
T0399,S0399-08,MFS-783,8,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0068743600994588,4,2,2
T0402,S0402-01,MFS-676,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0075133947816804,2,1,3
T0402,S0402-04,MFS-887,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0074911359334595,2,2,3
T0404,S0404-01,MFS-678,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0099502487562189,4,1,2
T0404,S0404-05,MFS-786,5,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.010275857850633,4,2,2
T0408,S0408-01,MFS-681,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0037773759292746,4,1,2
T0408,S0408-06,MFS-792,6,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0066881918819188,4,2,2
T0412,S0412-01,MFS-684,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0086143773958737,4,1,2
T0412,S0412-08 ,MFS-795,8,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0118266538509758,4,2,2
T0415,S0415-01,MFS-686,1,4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,0.0052237070430598,4,1,2
T0415,S0415-08,MFS-798,8,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0126126126126126,4,2,2
T0416,S0416-01,MFS-687,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0091812232214322,4,1,2
T0416,S0416-06,MFS-799,6,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0100107553569951,4,2,2
T0417,S0417-01,MFS-688,1,4.1.1.1,4.1.i1.2.1,"xtype,stype,westafrican1",,4,0.0087527352297593,4,1,2
T0417,S0417-04,MFS-800,4,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0061256372307186,4,2,2
T0421,S0421-01,MFS-691,1,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.008520027155465,3,1,2
T0421,S0421-05,MFS-802,5,3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,0.0099477076492764,3,2,2
T0422,S0422-01,MFS-692,1,4.1.1.3,4.1.i1.2.1,xtype,,4,0.0102506406650415,4,1,2
T0422,S0422-04,MFS-803,4,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0064153649984061,4,2,2
T0423,S0423-01,MFS-693,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0029419223941161,4,1,2
T0423,S0423-08,MFS-804,8,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0038397201946472,4,2,2
T0424,S0424-01,MFS-694,1,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0081342016572485,2,1,2
T0424,S0424-07,MFS-805,7,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0088880074998197,2,2,2
T0425,S0425-01,MFS-806,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082602737154335,2,1,2
T0425,S0425-06,MFS-807,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.007240071579846,2,2,2
T0426,S0426-01,MFS-695,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0034725287660751,4,1,2
T0426,S0426-07,MFS-808,7,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0042735615245495,4,2,2
T0427,S0427-02,MFS-696,2,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0826618012264963,2,1,2
T0427,S0427-05,MFS-809,5,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0069982638578153,2,2,2
T0428,S0428-01,MFS-890,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0084151472650771,2,1,2
T0428,S0428-08,MFS-811,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0070385004134889,2,2,2
T0431,S0431-01,MFS-698,1,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0030886579109929,4,1,2
T0431,S0431-06,MFS-813,6,4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,0.0034169343265222,4,2,2
T0432,S0432-01,MFS-699,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0089148139995597,4,1,2
T0432,S0432-07,MFS-814,7,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0108744902582691,4,2,2
T0434,S0434-01,MFS-815,1,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0119200877318457,4,1,2
T0434,S0434-08,MFS-816,8,4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,0.0126158311934799,4,2,2
T0435,S0435-01,MFS-700,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0070636926199335,2,1,2
T0435,S0435-06,MFS-817,6,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0086828710634475,2,2,2
T0436,S0436-01,MFS-701,1,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.011947309302563,4,1,2
T0436,S0436-08,MFS-818,8,4.1.2,4.1.i1.1.1.1,haarlem,,4,0.0155237120436711,4,2,2
T0437,S0437-01,MFS-702,1,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0095585590215324,4,1,2
T0437,S0437-05,MFS-819,5,4.3.2.1,4.2.1.2.1.1.i1,lam,,4.3/LAM,0.0117778693834285,4,2,2
T0439,S0439-01,MFS-703,1,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0066842757802813,2,1,2
T0439,S0439-07,MFS-820,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0084423486461819,2,2,2
T0440,S0440-01,MFS-704,1,2.2.1,2.2.1.1.1.i2,"beijing,mungi",lin2.2.1,,0.0073106423777564,2,1,2
T0440,S0440-07,MFS-821,7,2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,0.0084393200998454,2,2,2
T0441,S0441-01,MFS-705,1,2.2.1.1,2.2.1.1.1,"beijing,haarlem,mungi","lin2.2.1,pacific_RD150",,0.1548530394841826,2,1,2
T0441,S0441-08,MFS-822,8,2.2.1.1,2.2.1.1.1,"beijing,haarlem,mungi","lin2.2.1,pacific_RD150",,0.0357924351359799,2,2,2
T0444,S0444-01,MFS-707,1,"4.3.4.2.1,4.1.1.1","4.1.i1.2,4.2.1.2.1.1.i3.1","lam,xtype,westafrican1",,4.3/LAM,0.3143601968410633,4,1,2
T0444,S0444-08,MFS-823,8,4.1.1.1,4.1.i1.2.1,"xtype,westafrican1",,4,0.0081688223281143,4,2,2
T0445,S0445-01,MFS-824,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0082916060948688,2,1,2
T0445,S0445-08,MFS-825,8,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0091015589799044,2,2,2
T0446,S0446-01,MFS-708,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0079616136484805,2,1,2
T0446,S0446-04,MFS-826,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0076477883422902,2,2,2
T0447,S0447-01,MFS-709,1,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0068822083569672,2,1,2
T0447,S0447-04,MFS-891,4,2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,0.0093126492798378,2,2,2
T0449,S0449-01,MFS-711,1,3,3.1.1,"east_african_indian,westafrican2,ghana,mungi",,,0.0079207191276156,3,1,2
T0449,S0449-08,MFS-828,8,3,3.1.1,"east_african_indian,westafrican2,ghana,mungi",,,0.0093752944502025,3,2,2
T0450,S0450-01,MFS-892,1,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.0076755668920974,4,1,2
T0450,S0450-05,MFS-829,5,4.4.1.1,4.2.1.2.2.1.1,"stype,indo_oceanic",,4,0.0073347281340932,4,2,2
T0451,S0451-01,MFS-713,1,2.2.1.1,2.2.1.1.1,"beijing,ghana,mungi","lin2.2.1,pacific_RD150",,0.0065582511330311,2,1,2
T0451,S0451-05,MFS-830,5,2.2.1.1,2.2.1.1.1,"beijing,ghana,mungi","lin2.2.1,pacific_RD150",,0.0085576186577216,2,2,2
T0452,S0452-01,MFS-714,1,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0047299573321356,4,1,2
T0452,S0452-04,MFS-831,4,4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,0.0078940104885454,4,2,2
