SampleID,Total_Reads_after_fastp,Keep_Reads_Kraken_Standard_DB,Keep_Proportion_Kraken_Standard_DB,Unclassified_Proportion_Kraken_Custom_DB,NTM_Reads,NTM_Proportion
MFS-475,5224907,5173559,0.9901724566580802,0.0045,36955,0.007072853162745289
MFS-476,4831909,4778490,0.9889445351723304,0.0056,35147,0.007273936657333571
MFS-478,5066521,4978056,0.9825393006364722,0.0116999999999999,35815,0.007068953232405432
MFS-479,4975698,4925992,0.99001024579868,0.0039,36791,0.007394138470622614
MFS-48,5314557,5264374,0.9905574443928252,0.0049,30842,0.005803305901131552
MFS-480,4754237,4704032,0.9894399458840608,0.0045,35286,0.007422011145006023
MFS-481,4683411,4612382,0.9848339169891346,0.0092,34209,0.007304291679718052
MFS-482,5278921,5216241,0.9881263614287844,0.0053,38847,0.007358890197447547
MFS-483,4597849,4550747,0.989755644432864,0.004,35106,0.007635309467535798
MFS-484,5154968,5106151,0.9905301061034716,0.0045,36995,0.007176572192106721
MFS-485,4326669,4277653,0.9886711925502044,0.0055,32270,0.007458393512422605
MFS-486,5245917,5182587,0.987927754099045,0.0077,35939,0.00685085181484953
MFS-487,5216264,5158620,0.988949178952599,0.0052,38535,0.007387471186274314
MFS-488,4596655,4551559,0.9901893877178078,0.0048,33648,0.007320105598527625
MFS-489,5382871,5327961,0.9897991239247604,0.0039,40272,0.007481509402696071
MFS-49,4482798,4432444,0.9887672832904806,0.0055,29121,0.006496166010603199
MFS-5,5451629,5397203,0.990016562022104,0.0058,28351,0.005200463934724832
MFS-50,4418859,4376370,0.9903846219125796,0.0046999999999999,27529,0.006229888756350904
MFS-509,6062437,6016399,0.9924060241780656,0.0046,26145,0.004312622135289818
MFS-51,4567279,4517285,0.989053876498458,0.0054,29024,0.006354768342376281
MFS-510,4468101,4434500,0.9924798029408914,0.0049,18732,0.004192385087087333
MFS-511,5451283,5411460,0.9926947472732566,0.0042,23144,0.004245606034395939
MFS-512,4961456,4916606,0.9909603148753108,0.0063,20262,0.004083881828237518
MFS-513,5047163,5011628,0.9929594110592426,0.0042,21914,0.00434184511179845
MFS-514,4923609,4887109,0.9925867387113804,0.0044,21535,0.004373824160285676
MFS-515,4948835,4906712,0.9914882997715624,0.0056,20380,0.004118140936200136
MFS-516,4978935,4946341,0.9934536201014876,0.0048,20492,0.004115739610981063
MFS-517,6068186,6027681,0.9933250233265756,0.0046,25574,0.004214439043233019
MFS-518,5114148,5076507,0.9926398297429014,0.0044,22307,0.004361821363011004
MFS-519,4964672,4930832,0.9931838397380532,0.0037,20927,0.004215182795560311
MFS-52,4240625,4177797,0.9851842593957258,0.0097,26742,0.0063061459100958
MFS-520,4948935,4909220,0.9919750410947,0.0042,23099,0.0046674688594616825
MFS-521,5659472,5616018,0.9923218985799382,0.0034999999999999,24250,0.00428485201446354
MFS-522,5465424,5422638,0.9921715131342052,0.004,22842,0.004179364675091997
MFS-523,4408915,4370018,0.9911776480154414,0.0051,18773,0.004257963694015421
MFS-524,5526567,5470018,0.989767788936604,0.0078,27519,0.004979402222030422
MFS-525,4915250,4879227,0.9926711764406694,0.0040999999999999,20985,0.004269365749453232
MFS-526,5793762,5746581,0.9918565864459052,0.005,23949,0.00413358367154191
MFS-527,5462737,5420443,0.9922577272162288,0.0043,23750,0.0043476374571940766
MFS-528,5538463,5497283,0.9925647241843089,0.0039,23405,0.004225901662609283
MFS-529,5416935,5375529,0.9923561940470026,0.0043,22469,0.004147917595466809
MFS-53,4207769,4165102,0.9898599471596468,0.0051,25871,0.00614838884929282
MFS-530,5002872,4962041,0.9918384879725086,0.0054,20610,0.004119633682412822
MFS-531,5597340,5552409,0.9919727942201116,0.004,24494,0.004376007174836619
MFS-532,5544471,5499609,0.99190869606857,0.0048,23210,0.004186152294781594
MFS-533,4298289,4266993,0.9927189632898114,0.0049,16980,0.003950409104646058
MFS-534,4878135,4846455,0.9935057147864912,0.0043,20416,0.0041852060264834815
MFS-535,5100814,5067558,0.993480256288506,0.0038,21246,0.004165217551551576
MFS-536,6078284,6033896,0.9926972810089164,0.0037,26558,0.004369325289835092
MFS-537,6375660,6330112,0.9928559553050194,0.0038,26831,0.004208348625867753
MFS-538,5962147,5917424,0.9924988431180916,0.0044,25081,0.004206706074170932
MFS-539,4731971,4695053,0.9921981770387012,0.005,19406,0.004101039503412003
MFS-54,4342761,4291785,0.988261845402038,0.0073,25595,0.005893716002331236
MFS-540,5632009,5581130,0.9909661010840004,0.0062,22883,0.004063026177692543
MFS-541,5307116,5266353,0.9923191805116,0.0043,23769,0.004478703687652578
MFS-542,5032826,4995553,0.9925940217285476,0.0049,20669,0.004106837788550608
MFS-543,4745077,4708409,0.9922724120177608,0.0040999999999999,19893,0.00419234503465381
MFS-544,4552454,4521538,0.9932089374214434,0.004,18889,0.004149190744156888
MFS-545,4699208,4667004,0.993146930291232,0.004,19787,0.004210709549353849
MFS-546,3989276,3949975,0.990148337693356,0.0039,19167,0.004804631216290876
MFS-547,4282677,4250162,0.9924077860646506,0.0039,18391,0.0042942766872215675
MFS-548,4969207,4933219,0.9927577981758458,0.0044,20717,0.004169075669417675
MFS-549,4767467,4733371,0.992848193810256,0.0042,20070,0.00420978267914597
MFS-55,4425847,4382676,0.9902457089004658,0.0042,27183,0.006141875216201554
MFS-550,4449440,4418250,0.9929901290948974,0.004,18903,0.004248399798626344
MFS-551,5545495,5505285,0.9927490692895764,0.0040999999999999,22683,0.004090347209762158
MFS-552,5793442,5746124,0.9918324892179812,0.0056999999999999,23401,0.004039222279259894
MFS-553,5283525,5247670,0.993213810855442,0.0039,22031,0.0041697540940943785
MFS-554,4865041,4830326,0.9928643972373512,0.0048,19354,0.003978178190070751
MFS-555,5542714,5500566,0.9923957830044992,0.004,23301,0.004203897224356155
MFS-556,4554078,4523507,0.9932871154161172,0.0038,18679,0.004101598611178816
MFS-557,4160998,4130227,0.9926048991131454,0.0046999999999999,17328,0.0041643855632711195
MFS-558,4709396,4670399,0.9917193202695208,0.0056,19453,0.004130678329025633
MFS-559,5056301,5022252,0.9932660258952148,0.0046,20878,0.004129105446847409
MFS-56,4784061,4725675,0.987795724176594,0.0052,33881,0.007082058527263762
MFS-560,6151154,6104020,0.9923373727921624,0.0042,27151,0.004413968500869918
MFS-561,4458562,4422516,0.99191533054828,0.0051,19201,0.004306545473630287
MFS-563,4086632,4055995,0.9925031174815838,0.0043,17467,0.004274179813597114
MFS-564,5224441,5188395,0.9931005058723028,0.0043,21421,0.004100151576025071
MFS-566,4438114,4404243,0.9923681545809774,0.0043,18919,0.004262846785819382
MFS-57,5272871,5229900,0.9918505497289808,0.0036,30954,0.005870426187175829
MFS-571,4245486,4214518,0.9927056643220588,0.0042,18192,0.004285021785491696
MFS-572,5057829,5008940,0.9903339950797072,0.0074,21149,0.004181438320670786
MFS-573,4478593,4442107,0.9918532449811804,0.0045,20248,0.0045210627534138514
MFS-574,4451738,4400112,0.9884031809598858,0.0081999999999999,18490,0.004153434007122612
MFS-575,4558955,4521173,0.9917125744825296,0.0046,20364,0.004466813118357167
MFS-576,5818411,5762251,0.9903478802030312,0.0054,25472,0.004377827554636481
MFS-577,4595464,4551405,0.9904125024154252,0.0046,20664,0.004496607959500934
MFS-578,4203834,4163598,0.9904287371956172,0.0055,18446,0.004387899236744363
MFS-579,4186651,4151118,0.991512786711861,0.0040999999999999,18219,0.004351688258706064
MFS-58,4579559,4540742,0.9915238563363852,0.0045,24696,0.0053926589874701905
MFS-580,5449708,5394108,0.9897976185146068,0.006,24993,0.004586117274540214
MFS-581,4384973,4331171,0.9877303691493652,0.008,20624,0.004703335687585761
MFS-582,4065240,4025392,0.990197872696323,0.0062,16749,0.004120051952652242
MFS-583,6561365,6480180,0.9876268124086984,0.0089,27689,0.00422000605057027
MFS-584,4504608,4466454,0.9915300066065682,0.0039,20719,0.004599512321604899
MFS-585,4256086,4216062,0.9905960546849852,0.0044,20179,0.004741210586440218
MFS-586,5820396,5768299,0.9910492344507144,0.0046999999999999,25863,0.004443512090929896
MFS-587,6134501,6077173,0.9906548226171942,0.0046,27763,0.004525714479466219
MFS-588,6328562,6272247,0.9911014540111956,0.0048,28034,0.004429758292642152
MFS-589,4274021,4239747,0.9919808536270646,0.0045,18746,0.004386033667125173
MFS-59,4536779,4492379,0.990213320948629,0.0056,25027,0.005516468842762674
MFS-590,5727258,5681107,0.9919418681679784,0.0046,26583,0.004641488125731371
MFS-591,4764615,4720421,0.990724539128555,0.0056999999999999,22618,0.0047470782004422184
MFS-592,5941542,5872158,0.9883222234228084,0.0056,31698,0.005334978697449248
MFS-593,4838206,4772389,0.9863964039563424,0.0069999999999999,26539,0.005485297649583337
MFS-594,5403409,5343477,0.9889084835147588,0.0042,28988,0.005364761394149508
MFS-595,6250309,6158887,0.9853732031488364,0.009,32056,0.005128706436753767
MFS-596,4785787,4730541,0.988456235097801,0.0056999999999999,25249,0.005275830286638332
MFS-597,4524858,4470944,0.988084929958023,0.0063,23788,0.005257181551332661
MFS-598,5587347,5509513,0.9860695961786516,0.0056,33669,0.006025936817598764
MFS-599,6204547,6135118,0.9888099808092355,0.0056999999999999,34435,0.005549961987555256
MFS-6,5990228,5935510,0.9908654562063414,0.0038,33358,0.005568736281824332
MFS-60,3743089,3706661,0.9902679311125115,0.0053,21888,0.005847576694008612
MFS-600,6079366,6017272,0.9897861059853938,0.0043,33126,0.005448923456820991
MFS-601,4270865,4225401,0.9893548496616024,0.0062,22258,0.005211590626254869
MFS-602,4650160,4602618,0.9897762657628985,0.0046999999999999,23951,0.005150575464070053
MFS-603,5118837,5064030,0.9892930757513864,0.0040999999999999,28270,0.005522738856501975
MFS-604,4942319,4890668,0.9895492379184752,0.0049,26289,0.005319162927362641
MFS-605,6824968,5509747,0.8072927228376748,0.1803,1195877,0.17522089480859104
MFS-606,4373911,4332980,0.9906420135206226,0.0053,23952,0.005476105938140945
MFS-607,4559392,4511678,0.9895350081765288,0.0056,26894,0.00589859349667675
MFS-608,4326837,4284322,0.9901741156415182,0.0043,23688,0.005474668909413505
MFS-609,4323401,4280772,0.9901399384419812,0.0048,24549,0.0056781686454714705
MFS-61,4374779,4335087,0.9909270845452992,0.0046,25939,0.005929213795714023
MFS-610,4238775,4187062,0.987800012975447,0.0074,22827,0.005385282304439372
MFS-611,4596700,4551987,0.9902728044031588,0.0048,25037,0.0054467335262253355
MFS-612,4571140,4502474,0.984978364259244,0.0098,24337,0.005324054830961204
MFS-613,5137269,5087486,0.9903094426240868,0.0063,24641,0.004796517371389351
MFS-614,5322679,5272781,0.9906253974737158,0.0040999999999999,27172,0.005104948090989519
MFS-615,4838737,4792547,0.990454120569066,0.0042,24951,0.005156510882901881
MFS-616,4783833,4738926,0.990612757594172,0.0051,23287,0.00486785387366156
MFS-617,4426284,4376530,0.9887594198655124,0.0060999999999999,24340,0.0054989693386145126
MFS-618,4462489,4412794,0.9888638380957354,0.0070999999999999,23962,0.005369649090451539
MFS-619,4638149,4583644,0.9882485448397624,0.0075,24519,0.005286376095291462
MFS-62,5559339,5506937,0.9905740592541667,0.0052,30029,0.005401541442247001
MFS-620,5030461,4984446,0.9908527270164704,0.0045,24931,0.004956007014068889
MFS-621,4691773,4624005,0.9855559934378753,0.0127,20607,0.004392156227507171
MFS-622,6130237,6024983,0.9828303538672322,0.0134,28922,0.0047179252612908765
MFS-623,5471137,5413306,0.989429802251342,0.0055,27726,0.0050676851996212125
MFS-624,6141931,6080356,0.9899746512945196,0.0056,30194,0.004916043504884702
MFS-625,5526567,5445005,0.985241832768878,0.011,25721,0.004654064629995438
MFS-626,4193637,4151128,0.9898634526545812,0.0053,22508,0.005367178895073656
MFS-627,5253315,5200289,0.9899061830482276,0.0046999999999999,27311,0.00519881255930779
MFS-628,5328846,5272445,0.989415907309012,0.0048,28094,0.0052720607801388895
MFS-629,6244927,6169084,0.9878552623593518,0.0068,31979,0.005120796448060962
MFS-63,4153735,4117258,0.9912182650072766,0.0046999999999999,22396,0.005391773909505541
MFS-630,6069972,6009736,0.990076395739552,0.0049,31513,0.005191621971238088
MFS-631,4617708,4564441,0.988464623575159,0.0059,24017,0.005201065117153359
MFS-632,5192216,5127409,0.9875184314365968,0.0077,26764,0.005154639175257732
MFS-633,5242792,5148411,0.9819979507102322,0.0134,25297,0.00482510082414103
MFS-634,4907308,4852521,0.9888356304515632,0.0056999999999999,25790,0.005255427211823672
MFS-635,6707334,6635290,0.9892589216520304,0.0065,36573,0.005452688057579956
MFS-636,4720344,4656639,0.9865041615611064,0.0096,24256,0.005138608542089305
MFS-637,5677326,5580563,0.9829562367917573,0.0095,30621,0.005393560278201393
MFS-638,7220210,7121747,0.9863628620220188,0.0067,39326,0.005446655983690225
MFS-639,5486287,5416873,0.987347727160464,0.0079,35453,0.006462111807129302
MFS-64,5524445,5477100,0.991429908343734,0.0042,30708,0.005558567421704805
MFS-640,5802536,5740036,0.9892288475245996,0.0048,31398,0.005411082326761954
MFS-641,5239880,5165065,0.9857220012672046,0.0072,28699,0.005477033825202104
MFS-642,4391521,4338214,0.9878613810568138,0.0058,23320,0.005310233060481779
MFS-643,4543633,4482140,0.9864661164314988,0.0086,22188,0.0048833169404307085
MFS-644,6825315,6738827,0.9873283504131312,0.0060999999999999,36667,0.005372206264472775
MFS-645,8220282,8142223,0.9905040970613904,0.0054,38811,0.00472137087267809
MFS-646,5276852,5222540,0.9897074998502896,0.0046,27010,0.0051185820637001
MFS-647,6394014,6329109,0.9898490994858627,0.0046,33667,0.005265393538393879
MFS-648,6987901,6913012,0.9892830479424364,0.0056999999999999,36486,0.005221310376320443
MFS-649,5229191,5172275,0.9891157159874252,0.0054,27843,0.005324532991814603
MFS-65,4292301,4252713,0.9907769748673264,0.0046,24174,0.005631944264859337
MFS-650,6265089,6189038,0.9878611461066236,0.0066,33271,0.00531053908412155
MFS-651,6370642,6298720,0.9887103999879449,0.0063,32751,0.005140926142137637
MFS-652,4693813,4646073,0.9898291644767272,0.0053,23089,0.004919028516900865
MFS-654,4927445,4872714,0.9888926208207296,0.0053,25526,0.00518037238365928
MFS-655,5317844,5246641,0.9866105511933032,0.0078,28476,0.005354801682787235
MFS-656,6471585,6394909,0.9881518978735504,0.0058,34513,0.005333005747432816
MFS-657,5696742,5634738,0.9891158841316668,0.0049,31316,0.005497177158453025
MFS-658,4174460,4128409,0.9889683935167662,0.0046999999999999,22343,0.005352309041169396
MFS-659,4478724,4413353,0.9854041017039674,0.0077,24469,0.005463386446675437
MFS-66,5224633,5163946,0.9883844472903648,0.0079,27741,0.005309655242770162
MFS-660,5519348,5463041,0.9897982515326086,0.0045,29115,0.005275079592734504
MFS-662,7579383,7495329,0.9889101791003304,0.0046,41213,0.005437513845124333
MFS-663,7154648,7079465,0.989491726217698,0.0044,37906,0.005298094329728031
MFS-664,5611043,5530046,0.9855647158647688,0.0067,30345,0.005408085448641188
MFS-665,7359043,7267648,0.9875805862256818,0.0064,39752,0.005401789335923163
MFS-667,6564216,6492881,0.9891327463934764,0.0054,35446,0.005399883245767659
MFS-668,5065214,5010987,0.989294233175538,0.0048,27475,0.005424252558727035
MFS-669,4474568,4420903,0.9880066634365596,0.0079,24717,0.005523885210818117
MFS-67,3982675,3937160,0.9885717513982436,0.0073,22565,0.005665789952732774
MFS-670,5000830,4953703,0.9905761643567168,0.0045,26992,0.00539750401433362
MFS-671,5542634,5492942,0.991034587526436,0.0042,31129,0.005616282799838488
MFS-672,4738384,4681121,0.9879150782207604,0.0078,26285,0.005547249864088685
MFS-673,5041131,4993227,0.9904973705305417,0.0046999999999999,27620,0.0054789292323488515
MFS-674,5359714,5306290,0.9900323039624876,0.0055,29847,0.005568767288702345
MFS-675,6876380,6813414,0.9908431471210144,0.0046999999999999,37828,0.005501150314555042
MFS-676,5662902,5604664,0.9897158735927268,0.0063,30312,0.005352732574217247
MFS-677,4604195,4562729,0.990993865377118,0.0049,24933,0.005415278892401386
MFS-678,6182629,6077740,0.9830348869388734,0.0113,34656,0.005605382435206771
MFS-68,3990023,3948752,0.989656450601914,0.0056,23318,0.005844076588029693
MFS-681,4582515,4540420,0.9908139962444203,0.0054,25431,0.005549572669156566
MFS-682,5699184,5648274,0.9910671422435212,0.0048,28660,0.005028790086440445
MFS-683,5336196,5271988,0.987967458466668,0.0078,28531,0.005346692662713289
MFS-684,4874057,4811672,0.9872006010598564,0.008,28014,0.0057475733254658285
MFS-685,6566861,6513664,0.9918991737452644,0.0044,34910,0.0053160863310491874
MFS-686,5256676,5207395,0.9906250642040711,0.0040999999999999,30086,0.005723388696583164
MFS-687,6116402,6059143,0.9906384505138806,0.0045,31046,0.005075859958191107
MFS-688,4506053,4462026,0.990229364812176,0.0055,24531,0.005444010534274675
MFS-689,5468261,5416000,0.9904428482839426,0.0060999999999999,29022,0.005307354568481643
MFS-69,4717175,4657686,0.987388850318252,0.0086,26204,0.005555019688690795
MFS-690,6592830,6536176,0.991406725184784,0.0044,36203,0.005491268544767574
MFS-691,6888794,6825937,0.9908754710911664,0.0052,37047,0.005377864398325744
MFS-692,6929901,6839266,0.986921169580922,0.0093,38435,0.005546255278394309
MFS-693,5424979,5368407,0.989571941200141,0.0059,30092,0.0055469339143985625
MFS-694,4536359,4496031,0.9911100510343208,0.0043,25542,0.005630506756630152
MFS-695,6195774,6125998,0.9887381302158536,0.0074,33203,0.00535897532737637
MFS-696,5687394,5636731,0.9910920537595952,0.0045,32559,0.005724766035199952
MFS-697,6303360,6244978,0.9907379556300132,0.0049,34265,0.0054359896943852164
MFS-698,6800730,6725810,0.988983535591032,0.0067,37699,0.005543375490572336
MFS-699,5141944,5089316,0.9897649604896512,0.0064,27135,0.005277186993868467
MFS-7,5338142,5281552,0.9893989331868654,0.0055,28995,0.005431665174886692
MFS-70,4166281,4127715,0.9907433032001444,0.0049,22668,0.00544082360263266
MFS-700,5847250,5787686,0.9898133310530592,0.0063,30773,0.005262815853606396
MFS-701,4803058,4745914,0.9881025796482158,0.0075,26240,0.005463186161816076
MFS-702,5671178,5602798,0.9879425403328904,0.0065,32845,0.005791565702928034
MFS-703,4269485,4226919,0.9900301792839185,0.006,22927,0.005369968509082477
MFS-704,6815231,6746505,0.9899158223690436,0.0056,37140,0.0054495584962564
MFS-705,6165976,6115510,0.9918154076499812,0.0044,33201,0.005384549015435675
MFS-706,5617639,5565030,0.9906350336858598,0.0059,29461,0.005244374015489425
MFS-707,7833987,7761920,0.9908007250969398,0.0049,43556,0.005559876471584648
MFS-708,6496522,6429890,0.9897434350256952,0.0059,35584,0.005477392364714535
MFS-709,6307009,6254646,0.9916976493929214,0.0046,33259,0.005273339549697805
MFS-71,5221686,5174850,0.9910304832577064,0.0052,27536,0.0052733925402638155
MFS-710,5471864,5409989,0.9886921531675494,0.0070999999999999,28390,0.005188359944618507
MFS-711,5916706,5843729,0.9876659411503632,0.0064,31783,0.005371738937172136
MFS-713,4352326,4292026,0.9861453392967346,0.0098999999999999,22675,0.005209857901269344
MFS-714,5467295,5407211,0.9890102875370728,0.0065,27446,0.0050200327584299
MFS-715,5625005,5578492,0.9917310295724182,0.0069999999999999,26434,0.004699373600556799
MFS-716,6750545,6689873,0.9910122812306266,0.0059,34750,0.005147732516411638
MFS-717,5115901,5071190,0.9912603860004328,0.0045,26637,0.005206707479288595
MFS-718,5233335,5188844,0.9914985377393192,0.0034999999999999,28757,0.0054949664028769414
MFS-719,4905951,4856274,0.9898741344950244,0.0039,26934,0.005490067063450083
MFS-72,3983667,3944834,0.9902519462595644,0.0044,24170,0.006067274197366397
MFS-720,5674808,5614747,0.9894162057993856,0.0042,30758,0.0054200952701835906
MFS-721,13806121,13665771,0.9898342191843748,0.0052,68484,0.004960408502866229
MFS-722,5957105,5902075,0.9907622914150414,0.0036,31471,0.005282935251267184
MFS-723,10562979,10449438,0.9892510436686468,0.0043,51763,0.004900416823700965
MFS-724,11172276,11064217,0.9903279331803116,0.0043,54135,0.004845476427542606
MFS-725,6393269,6334386,0.9907898447570406,0.0036,36074,0.0056424968197020964
MFS-726,5396647,5343892,0.9902244856852784,0.0043,30904,0.005726518706893373
MFS-727,5269383,5209148,0.9885688703971603,0.0031,34914,0.006625823175123159
MFS-728,6159704,6072387,0.9858244811763682,0.0037,32933,0.005346523144618637
MFS-729,5206604,5154984,0.9900856681245588,0.0032,29482,0.005662424106000764
MFS-73,4441017,4398735,0.9904792078030776,0.0054,24335,0.005479600731093801
MFS-730,5185038,5135368,0.9904205137937272,0.0029,28991,0.005591280141052004
MFS-731,4111255,4072675,0.9906160041155316,0.0038,22079,0.005370379604281418
MFS-732,6277617,6214699,0.9899774070319995,0.0032,41103,0.006547548217739311
MFS-733,7859136,7775258,0.9893273255482536,0.0051,38039,0.004840099471494067
MFS-734,7593788,7500403,0.987702448369641,0.0036,43181,0.005686358376083188
MFS-735,6973376,6895122,0.9887781757358272,0.0033,33970,0.00487138510815995
MFS-736,8644820,8543914,0.988327576514028,0.0039,41782,0.00483318333984976
MFS-737,6723657,6659480,0.9904550455206148,0.0032,44721,0.006651291105420756
MFS-738,4811607,4765144,0.9903435588151734,0.0036,25982,0.005399859132302368
MFS-739,16613214,16450265,0.9901916029011604,0.0046999999999999,81790,0.004923189456296656
MFS-74,7179578,7089245,0.987418062732935,0.0088,39992,0.005570243822129936
MFS-740,4861734,4813088,0.989994104983942,0.0034,26949,0.005543084010766529
MFS-741,6347558,6286065,0.9903123374374838,0.0031,35317,0.0055638719646200945
MFS-742,5134780,5080438,0.9894168786199214,0.0037,31827,0.006198318136317427
MFS-743,5020637,4962234,0.9883674123422984,0.0037,31233,0.006220923759275965
MFS-744,4380163,4336873,0.9901168061553872,0.0033,23515,0.005368521673736799
MFS-745,5205264,5142045,0.9878547946847652,0.0032,32776,0.006296702722474787
MFS-746,5405521,5338311,0.9875664158921962,0.0037,32862,0.006079339993314243
MFS-747,5910903,5839606,0.9879380527814448,0.0044,28688,0.0048534039553685794
MFS-748,5224441,5175100,0.9905557360108,0.0028,31519,0.006032989940933394
MFS-75,5766177,5690248,0.9868320032492932,0.008,35662,0.006184687011862452
MFS-750,3966369,3923777,0.9892617151858538,0.0027,27174,0.006851102355832249
MFS-751,7113507,6925060,0.973508566168558,0.0227,37198,0.005229206915801165
MFS-752,6007273,5938387,0.9885329000363392,0.0046999999999999,40475,0.00673766615900426
MFS-753,5121779,5058071,0.9875613531938804,0.0040999999999999,30397,0.005934851933283337
MFS-754,4701205,4644130,0.9878594955974054,0.0043,27294,0.00580574554821583
MFS-755,3143191,3100707,0.9864837994254884,0.0034999999999999,19784,0.006294240470909976
MFS-756,3978647,3936758,0.9894715464830128,0.0042,24058,0.006046779219166716
MFS-757,4268518,4225165,0.9898435475731858,0.0036,28438,0.0066622654513814866
MFS-758,5196459,5139032,0.9889488207258058,0.0044,32123,0.006181709506415811
MFS-759,4867740,4814259,0.9890131765459946,0.0036,31729,0.006518219954229272
MFS-76,5908647,5844457,0.9891362608055616,0.0062,36057,0.006102412278140833
MFS-760,4937788,4892218,0.9907711712207976,0.0033,27870,0.005644227739222502
MFS-761,5251089,5147188,0.9802134376316988,0.0139,29167,0.005554466892486492
MFS-762,4546848,4501918,0.9901184292943156,0.0036,24735,0.005440032303696979
MFS-763,5134285,5074193,0.9882959360456228,0.0037,31065,0.006050501676474913
MFS-764,5044550,4983158,0.9878300343935534,0.0033,31988,0.006341100791943781
MFS-765,5138386,5083966,0.9894091257449324,0.0038,30569,0.005949144342211737
MFS-766,4696944,4642592,0.9884282205621358,0.0046999999999999,29605,0.0063030344836983365
MFS-767,4742557,4690261,0.9889730371190056,0.0044,29895,0.006303561559724005
MFS-768,3895342,3850042,0.9883707258566772,0.004,25705,0.0065989071049473965
MFS-769,5303077,5244696,0.9889911083697256,0.0036,31639,0.0059661588922808395
MFS-77,5731598,5666550,0.9886509835476948,0.0063,35558,0.006203854492237593
MFS-770,4997795,4945380,0.9895123749573562,0.0042,31242,0.006251156760131218
MFS-771,5117961,5053313,0.9873684070667986,0.0059,32727,0.006394538762604873
MFS-772,5187861,5132563,0.9893408863498848,0.0037,31757,0.0061214053344914214
MFS-773,5066352,5002558,0.987408296936336,0.0048,32161,0.0063479600312019374
MFS-774,5207214,5154973,0.9899675719108144,0.0036,28883,0.0055467280584204914
MFS-776,4899988,4735179,0.9663654278337008,0.0269,33013,0.006737363438441074
MFS-777,4838938,4793100,0.990527260320343,0.0039,26684,0.00551443312561558
MFS-778,5448727,4736817,0.8693437935136041,0.1282,504072,0.09251188396849393
MFS-779,5111879,5057790,0.9894189592515784,0.0036,29235,0.005719032081940907
MFS-780,5870843,5813759,0.9902766945053716,0.0037,32361,0.005512155579701246
MFS-781,8154190,8085819,0.9916152309426196,0.0038,42639,0.005229090810981839
MFS-782,4328932,4280875,0.9888986475186028,0.0046999999999999,24013,0.005547095680874636
MFS-783,4609269,4560301,0.9893761895866784,0.0039,27682,0.006005724551984273
MFS-784,4808145,4763267,0.990666254865442,0.0034999999999999,27436,0.005706150708849255
MFS-786,4589955,4530410,0.9870271059302324,0.0032,29513,0.006429910532891935
MFS-787,4576678,4527453,0.9892443820605252,0.0040999999999999,27849,0.006084981289922516
MFS-788,5242391,5177641,0.9876487656109588,0.0051,32942,0.006283773949711115
MFS-789,4830197,4782372,0.9900987475252044,0.0033,28895,0.005982157663548713
MFS-79,6918046,6818204,0.9855678901238876,0.0101,40163,0.005805541044393171
MFS-790,5604719,5550457,0.990318515522366,0.0040999999999999,29825,0.005321408620128859
MFS-791,4603204,4550301,0.9885073527047682,0.004,27241,0.005917834621276832
MFS-792,6307759,6247321,0.9904184671608413,0.0029,35645,0.0056509768366229595
MFS-793,6891270,6811524,0.988427967558955,0.005,40258,0.005841884006866659
MFS-794,5505376,5451600,0.9902320931395058,0.0038,30874,0.005607973006748313
MFS-795,4911294,4852593,0.9880477527918304,0.0055,29051,0.00591514171214348
MFS-796,4457335,4407137,0.9887381136934962,0.0031,26456,0.00593538515727447
MFS-797,4826894,4765867,0.987356880014353,0.0055,28888,0.005984800992107968
MFS-798,4793309,4709871,0.9825928184475484,0.0135,27843,0.005808722116600453
MFS-799,4914771,4863928,0.9896550622602762,0.0037,28994,0.005899359298734366
MFS-8,5719582,5650661,0.9879499935484796,0.0073,31556,0.005517186395789063
MFS-80,4390209,4346284,0.9899947815696246,0.0056,25016,0.005698134189055692
MFS-800,8108878,8024915,0.9896455465232058,0.0046,44408,0.00547646665790261
MFS-801,6189125,6130093,0.9904619796821036,0.0037,38247,0.00617971037909236
MFS-802,4580599,4540655,0.9912797431078336,0.0040999999999999,24769,0.005407371394003273
MFS-803,4480395,4435043,0.989877678195784,0.0037,26038,0.00581154116991917
MFS-804,5195252,5141574,0.989667873666186,0.0036,32748,0.006303447840451243
MFS-805,6267521,6204778,0.9899891839213624,0.0034999999999999,37158,0.005928659832172879
MFS-806,5904404,5841564,0.9893570968382244,0.0033,37331,0.006322568713116514
MFS-807,6714921,6632518,0.987728373870668,0.0063,37538,0.00559023702587119
MFS-808,6040120,5978905,0.9898652675774654,0.0034999999999999,36445,0.006033820520122117
MFS-809,6181494,6110434,0.9885043971570628,0.0043,35495,0.005742139359837605
MFS-81,3804316,3747035,0.9849431540387288,0.0112,22276,0.005855454699346742
MFS-811,6077918,6004124,0.9878586713410744,0.0063,35163,0.005785369266252029
MFS-812,5982375,5921568,0.9898356421989596,0.0034999999999999,34115,0.0057025846758185506
MFS-813,5976285,5911854,0.9892188876534502,0.0038,36033,0.006029330930502812
MFS-814,4376109,4302650,0.9832136265344396,0.0091,31698,0.0072434210391011744
MFS-815,4317246,4261044,0.986981978789256,0.0043,33819,0.007833466056833454
MFS-816,3763315,3704635,0.984407364251996,0.0058,31263,0.008307303534251053
