covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
fstrom1_baseline,-0.2364864412358772,0.7893965854715096,0.22924891190442195,-0.5111568244635423,0.4955131685706515,1,0.30227331161296855,0.5998013124860069,0.22710455138924632,1.5841233135100063,phoT
HIV_Low_CD4,0.26178215553183914,1.29924347859395,0.18344313751895494,1.170144529073327,0.8199756141810199,1,0.15356607046404092,3.222458343791977,0.6459855506125115,16.07503103997975,phoT
smear_pos_no_contam_sputum_specimen_1,0.5330643215792105,1.704146368251162,0.41927158932836806,1.4068672334693508,1.1065446271159776,1,0.20358432783232105,4.083143810414165,0.46676919016543533,35.71800308973795,phoT
TTP_baseline,0.15978962519856638,1.1732640198418862,0.2860073882371674,0.4881893471538051,0.8738099233361263,1,0.5763729294313518,1.6293633360763702,0.293920301443511,9.032465154368223,phoT
RIF_pred_MIC_high,1.3476855151667497,3.8485079016502315,0.48385133800752844,2.814000470129523,1.0102934826434768,1,0.005347331638553246,16.67649878846995,2.3021918107068644,120.80036535116075,moaE2
smoked_substance_use,0.20525333117103764,1.2278360747179322,0.2672882393422054,0.4205731613694464,0.5476854342663493,1,0.4425406130744609,1.5228341352286712,0.5205493594176013,4.45495467713612,moaE2
screen_years,-0.08109468029660621,0.9221063820056807,0.2643078197514918,-0.006353030514805708,0.02070611337317605,1,0.7589810897120657,0.9936671073155707,0.9541482063935502,1.0348228016829066,moaE2
Indel_Change,0.6113937522529935,1.8429982925816522,8.11883576009688,7.229544330132799,96.00275243309936,1,0.939971570485194,1379.5937215514145,2.6427749725355228e-79,7.201819512911182e+84,moaE2
Lineage_2,1.234589697399574,3.4369680344397096,0.5019451875024247,2.4670454082556423,1.0030227634591158,1,0.013908783961787909,11.787567899685445,1.650629806846,84.1780249050465,moaE2
HIV_High_CD4,0.013356708887751685,1.0134463081967902,0.23132499700912804,0.03439024809512584,0.595605107860314,1,0.9539557191755544,1.0349884301906835,0.32207388207490145,3.325948207062183,moaE2
bl_prevtb,0.17443156869661594,1.1905692673905897,0.230665313166673,0.3574180056948051,0.4726434373722363,1,0.44952290250103244,1.4296333398497876,0.5661217549931237,3.610268406722654,moaE2
peth_value_baseline,-0.19695849087130746,0.821224720927806,0.3317573968098753,-0.0005946434054441828,0.0010016189063370832,1,0.5527246307899756,0.9994055333599066,0.9974454879450044,1.0013694303918392,moaE2
high_lung_involvement,0.25854530435202644,1.2950448196902626,0.26150398603909286,0.5247317401208187,0.5307365453289772,1,0.32281684249482434,1.690005426912777,0.5972062343908113,4.78246571874465,moaE2
underweight,0.2733947350251129,1.3144189896475156,0.25097766514393594,0.5508286338831293,0.5056633018690467,1,0.2760132443119896,1.7346898452657549,0.6438733549095764,4.673510460284109,moaE2
screen_sex,0.06727211841719395,1.0695864927610523,0.24019344311649965,0.13890664640617567,0.4959627622420454,1,0.7794201567162102,1.1490168301462107,0.43467245642280833,3.0373207606120816,moaE2
diabetes,0.029069293566463886,1.0294959294481865,0.24016926933475755,0.13457559118909657,1.1118578211156032,1,0.9036619738466076,1.144051135919659,0.12942862680690229,10.112546458147714,moaE2
fstrom1_baseline,-0.24127825264817254,0.785622994293649,0.22759661371451842,-0.5215141502033888,0.49194178624782503,1,0.28909294705054633,0.5936210357317415,0.2263433162911848,1.5568647656018704,moaE2
HIV_Low_CD4,0.2613164799691755,1.2986385935070512,0.18300487976147237,1.1680629979205754,0.8180166383440294,1,0.1533146470924591,3.21575767260821,0.6471221861589583,15.980131156248744,moaE2
smear_pos_no_contam_sputum_specimen_1,0.5280753591195778,1.695665618655221,0.4196783290028348,1.3937003274707043,1.10761809742227,1,0.20828834826404574,4.029733833383862,0.4596953681175017,35.32503456455936,moaE2
TTP_baseline,0.15924112333280005,1.1726206587964632,0.28090683349605927,0.4865135639643248,0.8582267058018869,1,0.5707941226580339,1.626635162940007,0.3025284761290876,8.74609222631938,moaE2
RIF_pred_MIC_high,1.3332926375864507,3.793513511676166,0.4960277016661302,2.7839477880893315,1.0357180291524106,1,0.007189434096252529,16.18278120011096,2.1254376897449174,123.21340147219007,Rv0888
smoked_substance_use,0.2210375851045827,1.2473703122266717,0.2696954739471816,0.45291579638937385,0.5526179645312497,1,0.41245437671092167,1.5728917377744775,0.5324876834690122,4.646095103349348,Rv0888
screen_years,-0.06852998942902505,0.9337654565907337,0.2631376385888198,-0.005368701281385148,0.020614440323758806,1,0.7945290144618151,0.9946456844396128,0.9552594864225257,1.035655810422127,Rv0888
Indel_Change,0.04470961937589872,1.0457241577826697,0.259660323834448,1.0318383799479234,5.992613930113652,1,0.8632920702979756,2.8062199941625052,2.2243313834591253e-05,354033.1586470245,Rv0888
Lineage_2,1.2201402445917284,3.387662801694229,0.5096834686373446,2.4381714784986657,1.0184859501209729,1,0.0166694915833632,11.45208120942949,1.5557779306838477,84.29876876433156,Rv0888
HIV_High_CD4,0.010412404097547939,1.010466801816833,0.23359171038605075,0.026809385694536496,0.6014413386300357,1,0.9644458870321694,1.0271719904262193,0.31600603204295236,3.3388042978013504,Rv0888
bl_prevtb,0.17383443048784156,1.1898585452116415,0.23138292557321632,0.3561944430719434,0.4741138569592703,1,0.45248139057282777,1.4278851636503787,0.5638022885604755,3.6162606678638425,Rv0888
peth_value_baseline,-0.20367859740014263,0.8157245050364719,0.3327494561590698,-0.0006149322846571398,0.0010046140630688293,1,0.5404663182667842,0.999385256747451,0.9974193958319385,1.0013549922709322,Rv0888
high_lung_involvement,0.25351010674798163,1.2885404023725928,0.26177489663716424,0.5145125330567245,0.5312863731044204,1,0.33283072390906043,1.6728228571689585,0.5904976496020213,4.73894572375168,Rv0888
underweight,0.27520598160824644,1.3168018839044144,0.25314644476016696,0.5544778866052832,0.5100329028896823,1,0.2769743216732605,1.7410317314404462,0.6407164766761841,4.730940439689163,Rv0888
screen_sex,0.05503891343240538,1.0565817290972332,0.24204584256846806,0.11364694715457639,0.49978768409275676,1,0.8201201444160247,1.1203565099980382,0.42066482035007047,2.9838452106606574,Rv0888
diabetes,0.0321717223607825,1.032694826873282,0.24030662266793512,0.14893821022429632,1.112493695048071,1,0.8934992039769144,1.1606012737010822,0.13113743742470443,10.271630611128744,Rv0888
fstrom1_baseline,-0.2363853237977648,0.7894764112677091,0.228488084726585,-0.5109382628060819,0.4938686683525574,1,0.30087302983518194,0.5999324203820684,0.2278875289377725,1.5793708006012344,Rv0888
HIV_Low_CD4,0.25995949998251905,1.2968775620382216,0.18350735051797745,1.1619974098967387,0.8202626409623104,1,0.1565951465300752,3.196311248003432,0.6403836531062281,15.953570245832836,Rv0888
